trn_id,text,label
trn_3728,"National Margarita Day, so decided to go to CR and eat in the new location last night.  
Yes, Friday was National Margarita Day!

CR is still BYOB but if you want a Margarita, CR has all the mixers and will make your Margarita.  Just bring the alcohol.  Most tables and groups at the bar seemed to have either a bottle of wine or their favorite beer, as well as a few Margarita's.
  
Found out it was the first day for the New Expanded Menu!

There was a 30 minute wait for a table and not much room to wait.  Had fun talking with the others waiting for a table and a couple at the end of the bar. 

Service good!  New menu items were good!  Enjoyable larger restaurant!  Larger but still relatively small so you may have to wait or do take out.   Good food and a fun place to eat!",1
trn_3729,"Once the location of quality food at resonable prices it has hit an all time low. Serving ""Mystery Meatloaf"" and highly salted excuses for food at full price our family is spending far to much time in the bathroom as a result.",-1
trn_3730,My favorite dentist by far. The entire staff is super friendly and patient (I haven't been the easiest patient to schedule or get in there) very first cleaning was thorough but not painful at all! Actually enjoyed going to the dentist for once. Would definitely recommend this to family and friends.,1
trn_3731,"This place is pretty good! First location is Arizona, and the daughter wanted to try it. Never knew there was one close to us in SoCal? I had the BBQ bacon burger with fries. Daughter and Wife had the cheeseburger. Place reminds me a lot of In-n-Out, the food is different though! My burger was very good, next time I will try the tri-tip sandwich. Wife and daughter enjoyed their burger also. We have had better, but we also have had worse! So do not get your expectation up so high, but I would come back again!",1
trn_3732,"I love Centennial Hills Park. It is a great place for kids family, and friends. A nice quiet atmosphere with the great park feeling",1
trn_3733,"I came to tailgaters tonight with my cousin after getting off at work. We had a server named steph, we ordered 20 wings and two 8 inch pizzas it came out pretty quickly. We paid for our bill in advanced because we wanted to catch a movie after so we're eating our food and our server doesn't come to check on us or do a 3minute bite check not to mention it's completely dead in here she had like 3 tables other than us and they already had their food. Not sure if it was because we are young looking and she just stereotyped us as not tipping her, which is funny cause we are servers ourselves at native grill and wings. We come here all the time so it was disappointing to see that just cause we paid for our bill in advanced that somehow meant we are not to be checked on or served anymore.",-1
trn_3734,"Do not get wings on wing night. Its a matter of them getting wings out and not cooking to order. I can ask for them extra crispy any other day but wing night, you get what they give you.",-1
trn_3735,"the food isn't bad....if you can ever get a server to stop by your table to take your order for food. We've been to Tom's several different times during a visit....9am, 2am, 5pm, 8pm....and every time it takes an extremely long time for any server to approach your table - even at 2am in the morning when you stop in for a late night snack and there are only 3 other tables with customers! the last 2 times, we walked out after seeing other tables sat before us not having service for at least the 20 minutes that we sat at our table with no greeting, server, etc....who happened to walk by our table several times. Unfortunately not going to be giving them another chance after 3 tries. too bad since the food isn't bad but only had opportunity to try twice...",-1
trn_3736,"Sometimes there's something so simple that causes you so much grief that it clouds your overall impression of a restaurant. Having a seat on a very small patio during the ""OpenTheSteet"" festival where Bloor was blocked off, on a beautiful day set the perfect stage for a great breakfast.

Receiving a so-so Healthy Fat breakfast with 2 poached eggs, 2 pieces of avocado,some salmon and old mushy tomatoes, took down the experience a notch and receiving your breakfast with 2 plastic containers of butter and one of honey sitting right on the food takes the review way down. I don't understand how restaurants think it is acceptable to place those plastic packets, (that have been handled through shipping and distribution and exposed to who knows what kind of bacteria) right on top of the food! Is it really too much trouble just to bring them on the side?

The meal itself wasn't great. The best part was the two slices of multi-grain toast. The poached eggs were so soft they looked like they glanced at some hot water. The smoked salmon was okay however the tomato slices, which I would have liked to have eaten with the salmon seemed to be garnish for the dish. Overall, at $14.95, this was not good experience.

Service was okay, albeit a bit ""clinical"". I walked inside to go to the bathroom and can't say I saw very many happy faces...you the kind faces saying, ""where's my meal"", ""I can't get any service"", and ""the food is not that great"". Just an observation on my part.

If you want to have a nice breakfast either on a great patio or even inside, L'Espresso Bar Mercurio just down the street is a much better place and the prices are nearly the same.",-1
trn_3737,"Nice hole-in-the wall dessert place. Good ice cream. The green-tea crepe ""cake"" was interesting!",1
trn_3738,"Stopped by for breakfast after a long night of boozing to grab a bite and keep the party going. Sat out on the patio area. They have plenty of fans and misters to keep you cool. Great area on strip for people watching. JoAnn our server was awesome. She made several recommendations and even questioned my manhood when I ordered a regular sized beer so I manned up and a red bull vodka to show her. Haha! I ordered a few more after too. She was super cool. I stopped by a week later but didn't run into her. 
The food is great. I ordered an egg white omelette and they brought me a regular one but they fixed it. Took a while but manager came by and told me my meal was on the house. Sweet! I still had to pay for drinks but I was like nothing beats free. I ordered a kale salad with it as well; just cutting carbs. I did share the house made pop tart which was off the hook. 
After a long fun day at the pool I brought my friends here for dinner. Sat on the patio on the strip. That was very entertaining bc of all the debauchery happening. It's Vegas so it's a normal Friday night. All of the food was delicious. 
Stopped by on my 3rd morning and ate at bar area. Laurie took care of me. She was awesome! She knows her golf courses in the area and gave me a bunch of recommendations for my golf trip the following week. Funny thing happened again when I ordered the egg white omelette. They brought me a regular one. They fixed it but I payed for it this time. It was 8am and some guy was doing shots at the bar. Overall, I really liked the atmosphere and the food was great. Best part was the service. I stopped by again a week later to see Laurie but she was off. I had a great time golfing. Thanks, Laurie. P.S. Badlands was brutal.",1
trn_3739,"I had 4 the truck put new suspension under my Landcruiser. Not an easy job or one for the inexperienced. They did a flawless job. Quick and simple. no hassles. no surprises. They produced exactly what they promised. I would highly recommend this shop for anyone looking for truck accessories, spray in bedliners, custom bumpers and more. These guys do great work.",1
trn_3740,Amazing. Brooke and Michael are very professional and helpful. They designed the most beautiful custom wedding invites for me. They incorporated all of the elements that I asked for and made any changes that I asked for promptly. It was a little on the expensive side for wedding invites but you get what you pay for and I know I couldn't have done it without them. They produced exactly what I wanted. Very happy! Even my vendors asked if they could have one of the invites!,1
trn_3741,Service was good. Food was terrible and EXTREMELY overpriced. One. Oils taste the rancid oil the food was fried in....yuck!! High priced diner masquerading as an oyster bar.,-1
trn_3742,"The pizza is always decent here, however, if you pay nearly $10 for a garden salad, I'm sure you would expect all of the veggies listed on their menu, and not just a couple pieces of each....and I wouldn't expect to pay all that money for straight lettuce. I can buy a head of lettuce for under $1. Why would I pay that much for iceberg? Absolutely ridiculous. So disappointed! What a waste of money! I saw the picture someone posted of the salad, and thought they were exaggerating; absolutely not! Don't waste your money",0
trn_3743,All the steak type places are pretty much the same.  I have the smothered chicken with sweet potato.  I enjoyed the meal since it was quick and filling.  I normally try to avoid chains but again it wasn't terrible.  Service was good.,0
trn_3744,"I just LOVE this store, ever since it opened, I have been there very frequently.  It doesn't help that I live a block from the Don Mills location.  

Although most things are quite pricey,  they have very unique designers.  This is where you'll find different things, things that can't be found anywhere else.  Although the store doesn't compare to it's US counterparts (at least the ones I've visited), it's still a very nice and pretty store.  

The only thing that bothers me a bit is the Anthro card.  I use it to track my purchases for the returns if any.  Anytime I bring in something to return,  I give them the card so they can swipe and track it for the return.  They always ask if I have the receipt, since it's faster.  Well, what is the point of the card then?  That's why I don't bring/keep the receipt!

Otherwise,  I will forever be a fan of this store, so glad it came to Canada, and so close to where I live! Now i'm just waiting for J. Crew!!! *crosses fingers it'll be soon!*",1
trn_3745,First time here. The decor inside is so cute. The vanilla latte that I ordered was delicious. My brother ordered a watermelon drink and he said it was delicious. My friend got some espresso and ice cream thing and said it was good. Very cute place!!,1
trn_3746,"The food and cheesecake are always great here, but the wait for everything is very long. Took over 45 minutes for our food to arrive. And 15 minutes for our waiter to bring the check to us. I also found something in my drink and had to get a new one.",1
trn_3747,"Been to this location twice and both time have truly enjoyed my experience. Service has always been great.  The food is simple breakfast done right.  

You can't go wrong with Matts Big Breakfast. It can get pretty busy here so if you come during the rush expect to wait 30-40min as it's a small location to begin with.",1
trn_3748,"We live in Las Vegas but once a year we stay here to celebrate my husbands birthday with his friends who come from out of town. They guys LOVE that the Bass Pro Shop is connected to the hotel. The rooms are always clean and smell good  (no smoke smell from the casino). This year we had the Friday night BBQ Buffet which was good especially the bottomless beer! The shuttle is a good option because they are off the strip but if they are full you do have to wait till then next one comes so it can throw off your schedule for other things. On the down side the pool is only open till 10pm even on the weekends, which is early for people who like to hang out in the hot tub. It's reasonable price wise and has great options for gambling. I would recommend this place if you want a good place to stay off the strip!",1
trn_3749,"Do not come here if you are only ""a little hungry"". They make 7 egg omelets folks. The fruit salads are worthy enough to fit on Carmen Meranda's hat. The sugar dispenser have colored sugar. there is just the right amount of neon and fake trees. Most of the servers seem to be from the former eastern block countries and I am very happy that the wall came down. Hubba Hubba.
If you are over 21, I highly recommend the lounge. dimly lit. benches surrounded by fountains with gas fire in the middle of the water and classy swank cocktail waitresses, dressed in long black dresses, sits down next to you in to take your order. It is a nod to the old Vegas. If you are on the town, this is a great place to wind down an evening with good friends.",1
trn_3750,"Great food, service and prices. It's in a not so great part of town, but lock your doors and it's definitely worth it. Best baked goods in the area! Try the almond torte!!",1
trn_3751,"I went to the Peppermill for my 21st bday, and got my first drink there.

I purposefully went looking for somewhere to go for my 21st, and I loved all the photos of the outside and inside of the Peppermill. When I got there, I was not disappointed by its looks. Sure, some may think its too ""vegas-y"" or tacky but I really enjoyed the uniqueness.

As for the food, the portions are large but finish-able, I had a pancake breakfast for dinner and my boyfriend had the fish and chips (curly fries) and we were both happy. I tried a mai tai and it was pretty big and delicious, though I can't compare it to other mai tai's as it was my first drink.

The staff were very helpful, and we even got a free souvenir photo! 

If you're going to Vegas, I'd definitely stop by at least once (or twice). Also, LARGE parking lot!",1
trn_3752,Amazing sushi with an excellent and truly unique atmosphere. Perfect for a romantic get-away.,1
trn_3753,"Everyone thinks I'm weird because I actually enjoy going to the dentist. It's because I've gone to Dr. J. since I was 5! (I'm 25!) He is amazing and his staff is incredible too.  They are always so friendly and welcoming! They do excellent work and dont do unnecessary things.  

I'm always nervous about x-rays and they also ease my worries.  They also have new hi-tech x-rays that are so quick and painless.  

The first person you'll meet is Liz, she runs the front office.  She is such a good example of what's to come.  Very friendly and welcoming and always professional.

I've always used insurance but I've sent a few people to him that don't have insurance and they've said it was affordable.  I happily refer friends to Dr. J. all the time and each and every one of them has thanked me.  

If you're looking for a dentist, this is the one!! I don't even live in AZ anymore but my family does and since I'm there twice a year, I go when I'm in town.",1
trn_3754,Had dinner here on a Wednesday night at 7 pm.  In a strip mall but great atmosphere.  Food was excellent and had their seafood special with a squid salad.  Service was pretty good but lacking a knife... Which came later..so it's a 4-5,1
trn_3755,"I'm going to give this place 5 stars.  While the food is not the absolute best Indian food that I've had, the price was excellent.  I had the special of the day, which was a chicken leg and thigh on a spicy, flavourful bed of rice.  With tax, the meal came to about $4.50. That's a pretty damn good price for a homecooked meal.  I'm definitely going back.  It gets 5 stars, because that same meal would have cost 10$ at most other Indian food restaurants.  The place was clean and ambiance and the atmosphere were really calm and relaxing.  I liked the music they were playing in the background.

A place is either 5 stars - 4 if it's good, but a little pricy, or 1 star if it's crap. There really is no middle ground when it comes to food or any product that you pay money for.  It's either good or it's not.",1
trn_3756,"Well Dr. Haymore did 2 root canals for me...one was fine the other i have had so many problems with. The root was not sealed so i have had pain for years (9 1/2). This root canal was 1 root canal, then a second one...and somehow 2 stitches were left in..that got so painful because i could not see them. Now i need to get the tip of another root done and finally sealed. I have spent years trying to figure out why my gum is always infected, and lost my back molar (behind this tooth)  I can say i am so far past frustrated...for this last one i am going to Urgent Dental.  On the upside neither root canal hurt at all. However years of pain made up for that.

Yes you did a root canal as well as the one through the top. No i did not go to a competitor, actually 4 dentists...and one(Dr. Tratos) traced the problem and did a film of it.  The tip of this root is still there and has been infected now since being done 9 years ago.  Yes there were 2 black stitches left in...because they got infected....no competitor ""from a FORD dealership"" sold me the idea....I have had to press the infection out of the top of my gum for 9 years,...I have the traced film that clearly shows this was not sealed...the material clearly passes from root to outside of gum... While i understand you want to soft pedal around...I am not here to go tit for tat....at this point i am just trying to save what is left of this molar.  As i said i did not have any problems with the other tooth done in your office.",-1
trn_3757,"Nice area different stores and it's in doors which is great for Vegas weather, there was no sales however I did notice that if you go on the weekend you will get more of a deal. Can anyone explain to me why a cup of water is not free on Vegas?? Went to Starbucks and got charge !1.50 for a cup of ice I wanted with my drink!",1
trn_3758,"Decent food, but a horrible ordering system that outweighs the decent food.

We ordered a variety of menu items. My husband had a Chorizo Breakfast Burrito and that was his favorite item we tried. The burrito was large and would be plenty of food on its own. I ordered a Chicken Taco, a Carnitas Taco, Mexican Corn, and a Chorizo Mula. We also shared Chips & Guacamole. The chicken taco was decent, the carnitas didn't have enough flavor, and I loved the chorizo mula. The meats overall weren't as well flavored as other tacos I've had. The Mexican corn was not as good as I expected and didn't have a ton of flavor. The chips and guacamole were great. I liked all of the salsas I tried from the salsa bar.

My pet peeve is when a restaurant can make good food, but can't run a business. Taco Y Taco is the epitome of this. Listen to your customers and do something to improve your ordering system. I've heard people comment that other taco spots in town have the same ordering system. Guess what? Just because something has always been done a certain way isn't a legitimate reason to continue doing it poorly. 

Here's how the ordering could be improved. Offer paper order sheets where customers mark what and how many items they want. Customers then hand the order form at the start of the cafeteria line and meet their order at the register at the end. Let the staff sort the separate meat areas in the back, stop making it the customer's problem.

The inside of the restaurant was a mess. I didn't see the staff clean a single table the entire time we were dining. It was fend for yourself at the least dirty table you could find. Silverware, condiments, and napkins are located on top of the trash cans next to dirty trays and whatever else people leave on top of the trash can. This needs to be moved to its own sanitary location.

It took us four years to give this spot a second try and it'll probably be at least that long before we visit again.",-1
trn_3759,"Second visit way better than the first when they were closing as we were finishing in the grocery part of the store. Who'd have thunk it'd be like that?
Lovely bride got a Cali Burger on a free-gluten bun (bun should have been off to the side as requested) with just a wee smear of whack-a-mole under the tomatoe while I opted for the ""Southern Burger"" that arrived as advertised along with a forgettable draft. Aside from the bun thing the burgers were respectable at $5 and $6 (with a $5 beer a $2.50 chocolate bar lunch was exactly $20 which was sorta spooky) adequately toppinged and cooked through without burning, also moist but not dripping fat. Sides are generous and we wound up taking half of the tots and sweet taters home.
Burgers took much longer to prepare than we were told, and we probably could have gotten our shopping done instead of sitting watching the cook go through a dozen gloves making our lunch (yea for gloves!) Next time we'll do just that and get the food to go. Take-out is in reclaimed-paper paper boxes that should have some heat retention capacity.",0
trn_3760,"I had high hopes for this place, mainly because my mother, who I've taken to many great places in Chinatown, went to Sushi Samba and claimed it was the best meal she's ever had. So even though I knew it was expensive, if she said it was worth it I was believing her. 

First off, it was crazy loud in the place, and it was very hard for us (especially my grandfather) to hear anything that was going on. But it's a strip restaurant I get it. We ordered drinks, oysters, and the heirloom tomato salad. I didn't eat much of any of those dishes, but for dinner we each ordered a roll: the neo Tokyo, sasa hand roll, and I had the chef special which was tempura shrimp, tuna, and cheese on top. All of the rolls were pretty bland and my roll was especially chewy with the cheese on top. (I knew sushi wasn't supposed to have cheese yet it sounded intriguing.) 

For other small plates we ordered the hamachi Kama, tempura green beans, and scallops with Peruvian corn which everyone raves about. The best by far was the tempura. I have never had Peruvian corn but it was very big and sort of hard. The scallops didn't have any taste. 

My biggest complaint about the restaurant is that we felt that they were constantly trying to take our plates away and clear the table. I understand it's a tapas restaurant so food comes quickly but once all our dishes were there they kept asking to clear plates that still had food on them. Just felt like they wanted to crank out as many tables as they could that night. They did end up giving us complimentary ice cream pops which was nice, but I don't think I'll be going back. I don't go to strip restaurants often but this is why..",0
trn_3761,"OMG....Stephanie is amazing!!!  I have lived in Las Vegas for the past 9 months and have desperately sought out a stylist with her talent!  Going in, I was very nervous, but she quickly put my mind at ease with her knowledge and understanding of what I was looking for.  My hair has NEVER looked this good!  The color is perfect and the cut is amazing!!  I will go back, time and time again.  I can't give her enough stars!!!",1
trn_3762,They wouldn't do a flat white over ice without charging me for a cup of ice to put it on ice myself. Are they really incapable of pouring something over ice?,-1
trn_3763,"If I could do zero stars I would. This car wash SUCKS.  No soap, the soaker hose leaked and the vacuum was worthless. The vacuum didn't pick up any dirt at all. What a waste of my money.  Avoid this location!!",-1
trn_3764,"My kids loved it. The staff were nice, there were plenty of things to do, and they could keep my child there and i would pick them up later! Would go again",1
trn_3765,"A great local spot for burgers, fries, onion rings and other sandwiches. You can also pile on your own toppings yourself and they have a salad bar (if you're into that). My favorite is the teriyaki chicken sandwich that comes with a slice of pineapple for about $6. I get it on wheat with no cheese and load it up with onions and jalapeños myself (no extra charge). A good local healthy option. 

The gigantic burgers with multiple patties and cheese are also amazing in moderation. Everything is made to order. Staff are friendly. Cool place with good value.",1
trn_3766,"We've used A to Z Movers twice now and let me tell you - they hit customer service out of the ball park. Quick and efficent, they make sure your belonging are well cared for. Justin, Ron, and Bobby were very personable and friendly.  And considering I drove the truck everything arrived safely and not one item was broken.",1
trn_3767,Great for hanging out with your vegan and vegetarian friends,1
trn_3768,"After a busy day a friend and I stopped in to dine.  The service was attentive yet discreet.  Ramon brought us our bread and drinks and truly made us feel at home.  He is a true treasure.  My friend ordered the filet which was cooked to perfection.  The beet salad was fresh and flavorful. I had the Caesar Salad and Asparagus and both were clean,flavorful and beautifully presented.  The wine was perfect. Splurging on the 18 layer chocolate cake for dessert was a wise, if not decadent choice.  The general manager and the Chef stopped by our table and were warm and gracious.  The bread offerings were outrageously delicious!",1
trn_3769,"As locals i Love Buffets
Came here with a large Group of ppl on a sat Morning (12 of us ) 1 Noir Member 2 plat Members

We didnt came Together so the First Group was seated & we 2 Joined them. After 3 min our waiter came & Asked us to Pay 18% gratuity because we are more then 6 or 8? Don t know it any more. 
We told her that the First Group already Paied the 18%. 
She insisted & wanted us to Pay it now. 
So we told her over And over to Check it again. Then the supervisor came & told us the Same story again. 
Instead of checking the check Before asking us !!!!they let us Look like we Where lying. Come on that was so embarassing. 

Will Not go back.",-1
trn_3770,"Chicken wings (the good ones) are back, the brisket has been lean. Still not as good as years ago, but not too shabby for the price. Recommended.",1
trn_3771,"At first I thought I am spending more than it deserves , but after getting in, mingling around and eating. I was totally happy with the quality of food, drink and desserts.  It really did worth my money and time. Trust me after you do your research you will see it is the highest rated buffet in Vegas.

Enjoy your stay and food.",1
trn_3772,"This is my husband's chosen place of worship, and with good reason.  The beer list is absolutely insane.  The waitstaff knows the beer list inside and out.  The food is pretty good.  The ambience is quite nice.

We came here after a lot of begging from my husband, and he absolutely loved it.  I, on the other hand, cringed somewhat at the price, but I suppose if you're going to drink Belgian beers handmade made by monks, where they only circulate a limited amount in the world and you literally have to go to the monastery daily..... well, it aint gunna come cheap.  Sorry people, no Coors light in this place.

The food was good, although they have limited vegetarian options.  The fries were great, mostly because they make their own ketchup there and it was quite tasty.  My husband also really enjoyed the chicken.

All in all, we'll be returning here every Sunday for drunken services.  Oh boy.",1
trn_3773,"We had some late dinner here post- Cirque on a Saturday night. 
We ordered a salad (I forgot what kind, but remember it was tasty) and the mushroom pizza. If you don't like mushrooms, which I don't, don't convince yourself that the mushroom pizza will have a little mushroom on it. Because it will come to you fully covered in mushrooms and you will not enjoy it. The crust was good, the pizza was generally oily. 
This place is just alright. The prices are good compared to what else you have around.",0
trn_3774,"This place rocks. I chose it as payment from a buddy at work whom I had picked up a couple of pounds of chorizo from Bill's Market over the weekend for.  Man am I glad that we went here. I had read the reviews on yelp and even reached out to my fb network.  Most of the pre-meal feedback I had received was positive and I was confident that I was going to get a good meal.  

I drove up there (the place is at Via Linda and 90th next to Teakwoods) after viewing the menu on-line and had already narrowed down my sandwich choices to a couple.  Walking up to the restaurant I noticed seating for about a dozen or so folks outside. Walking inside I was immediately hit by the aromas of warm bread, baked goods, and other goodness. 

After double checking the menu and seeing that the soup of the day was chili (sounded good but not enough to deter me from ordering a sandwich today), I was ready to order one of their signature  sandwiches, the Long Trail. However I will have to wait for another day to get properly introduced to a sandwich that is constructed by their own roasted beef with crumbled bacon on sourdough with peppered horse radish mayo, muenster cheese, lettuce, tomato, red onion, green pepper and dill pickles. Seriously if you are the owner and reading this, without even trying the sandwich I am now going to start lobbying for you to change the name to the Peter.  They were out of their roast beef. I am going to chalk it up to it being a Monday morning, they make their own and they are closed on Sundays, but there is still no excuse to not have Roast Beef readily available and alas this is why you have been deducted a star.  But enough about what wasn't there, let's talk about the masterpiece that I did order instead.

My second choice was the Italian stallion. A honey baked ham, hard salami and provolone cheese with lettuce, tomato, red onion, green pepper, pepperoncini and pickles tossed together in their balsamic vinaigrette on a sub roll slathered with mayo and mustard.  At the manager/owner's? suggestion I had them toast the sucker and got a bag of chips for $8.00.  

It took about 5-10 minutes for the sandwich to be made and I was out the door. While I waited the manager had offered up a complimentary chocolate chip cookie which was nice, although I don't think that it is standard operating procedure there.  The ambiance is cool and they play 70's rock. A full sandwich which is about a foot with a side (either potato, pasta salad, coleslaw, or chips) will run you 7.95 and a half sandwich with side runs you 5.75.  They also make fresh squeezed lemonade and serve Pepsi products. 

They do get additional kudos for having a punch card.  Every time you spend 6.00 you get a punch. On your seventh visit you get 6.00 off your meal. Not a bad deal. Doing the math, that makes this place a good, affordable, and delicious choice for lunch.  I should mention that my sandwich was great and perfectly toasted, you could taste all of the ingredients and they blended well together. I would definitely order it again, unless they have roast beef next time that is.",1
trn_3775,"Nice paths.  First hill is quite a challenge.  Bikes are welcome.  Beautiful rock formations.  Stellar view of downtown Cleveland, Euclid and lake from tallest point on trail.  Picture perfect sunsets!!!",1
trn_3776,This location provides horrible service! I waited in the drive through for over six-seven minutes even though there was only one other car ahead of me. My food was cold (especially the curly fries) leading me to believe that they had prepared my food and then left it sitting while they prepared the order for the car ahead of me. No thanks!,-1
trn_3777,"Ordered the Hawaiian bbq mix. Food didn't taste fresh. The beef was fatty and the chicken was dry. The Mac salad was bland. Wouldn't recommend or go back. However, the inside of the restaurant was clean and the staff was friendly.",0
trn_3778,"Our food was amazing but our service was complete crap. Our server was so rude and completely unprofessional, Tiffany S. was our waitress. Dh did not bring out the food that was ordered and then argued with us about it. I'm so disappointed. Like I said, the food that we did receive was on point, major high five to the cooks.. as far as our service, she should not have a job in service.",-1
trn_3779,"I ordered the ants on the log which I thought would be like a dan dan but it's was the clear cellophane noodles and for me it wasn't my thing. That said, the place was packed and so many of the dishes looked amazing. I will certainly go back to try something different.",0
trn_3780,"The guy who helped me (Gene) was the nicest, funniest, most helpful person I've ever met in the service industry. By the end of the battery service-- and I know that this sounds weird-- but he made  me feel like a friend. I also learned that their oil changes are almost 1/2 the cost of Jiffy Lube's changes. Between these 2 facts, they will get all of my future business!",1
trn_3781,"I would have rated this buffet as a 3.5 star if I could but since they got some self-serve drink machines I thought that was awesome.  The price isn't expensive compared to some other buffets.  Dinner menu was $30 a person which I was not complaining.  We only gave this one a shot because Ceasar's Palace buffet was packed and we were headed to LOVE Cirque at the Mirage so it was perfect.  

I've read that some people didn't like having a machine to serve your own drinks.  I found it had tons more selections than any other buffet and if you have a bad server, you won't be getting drink refills without waving them down.  Stop being lazy, it is a buffet and I think self serve drinks just make perfect sense too.  I've experienced at the Wicked Spoon that my server took forever to clear plates and refill drinks.

A little thing I noticed was that certain sections they don't refill or replenish the food very well.  For example the Asian food section had a lot of empty items and did not get filled up even by the time we finished eating.  Maybe they just thought no one would get any which does make sense.  Apparently a guest was disgusted that we grabbed the seaweed salad from the sushi area and asked what that was.  When she was told it was seaweed, she had a disgusted look in her face.  Right after she grabbed some sushi which has seaweed wrapped around the rice... Some people are just stupid. Sorry to be so blunt.

i will definitely give them another try just for their drink machine.",1
trn_3782,"Stayed here last weekend while in town for the Steelers game and was pleased with the room and helpful staff.
Suite was nice and spacious with 2 beds and a couch that doubled as a bed.  I like the idea of having the shower and toilet in separate rooms with them both having their own sink.  Nice size closet with ironing board and iron provided. Mini fridge and microwave were also on site.  Nice selection at the complimentary breakfast with plenty of helpings. Shopping within walking distance. Only con was the $16/day parking which may be on par for the area? Overall very pleased and would stay here again .",1
trn_3783,Great boutique hotel for a wonderful Sunday brunch the blue crab eggs Benedict was incredible!,1
trn_3784,"I just found this place last week 12/31, 2014, the last day of 2014. I have to say, their crepe is the most delicious I have had. So so good!!! I also love their coffee! The service is good too. The waiter is friendly and cute! He gave me free small and cute desert and starter. ;-). You probably have to wait for a while to get your food. But I suggest you just laid back and enjoy the waiting and the atmosphere of the store.",1
trn_3785,"Place is amazing so is the music BUT be very careful how much they charge you for a drink.. My friends and I were there on Saturday September 3,  2016 and for the same drinks the price was  different every single time! First drink was 10$ then one hr later I was changed 8$ per drink and some of my friends paid 12 $ for the same drink.. We always leave great tips as well but don't assume we are drunk or can't do the math! Make sure you pay attention to the bill every single time!",-1
trn_3786,"The waitress was nice, but we waited forever for mediocre food. There were maybe 12 people in the place, by no means busy, and it took 45 minutes to get our food. After half an hour, our waitress offered us fries and apologized saying the food was ""taking longer than normal"". Once we got our burgers, we were underwhelmed. My burger was served on a cheap bun and my gal's patty was falling apart. We took our food to go and left. Maybe 10 minutes after we finished our food at home, my girlfriend was sick. Probably caught them on a bad day, but we probably won't be back.",-1
trn_3787,"Jimmy Wan's is Pittsburgh's answer to overpriced basic Chinese food. It's listed as Asian fusion but in not entirely sure why. From my experience, it's mediocre staple dishes and too expensive.

We put in a large takeout order tonight and of course, they gave us the wrong order and we didn't realize it until we got home. After driving back down, not even an apology, just general confusion and no discount to show for it.

There are better Chinese restaurants in the area and I suggest you try them first.",-1
trn_3788,"Met here with good friends.. Made an evening of it.  Food was yummy, service was great, pretty room, great bartender.. Chocolate martins.. Delish..",1
trn_3789,"I think this place deserves a three star mainly because of the girl who rang up my order. She didn't smile and wasn't very friendly. There's not that many places to sit, people are usually camping here. If you need to charge your phone it'll probably hang off the walls and don't order an iced Oreo latte because it is very watery, or at least ask for milk instead. I like the feel of the place and they play jack Johnson which is very calming. Might not come back here for awhile.",0
trn_3790,"I'm about to revisit some of the Pittsburgh Strip District businesses I have bookmarked to review from my late-December trip to the city and figured there's no better place to start than The Strip itself.

One of my favorite places in the world, really.  So much culture, so much diversity, so much food!

Pittsburgh winter weather makes The Strip more enjoyable in the summertime than during winter months, but whatever.  That certainly doesn't mean that the area isn't bubbling with activity on the snowiest, windiest, coldest of days.  The hustle and bustle here rocks.

Parking can be tough, especially on Saturdays and Sundays.  I think Smallman Street is the best bet; even if parking areas are packed the wait usually isn't too long as people are constantly coming and going.  Just keep circling around, and keep an eye out for parking meters and spots marked ""TOW AWAY"" because they're not always so obvious.

Among my favorite businesses on The Strip--ones that I never miss when I'm in town--are Wholey's Market, The Pennsylvania Macaroni Company, Stamoolis Brothers, Reyna Foods, Art of Steel, and Lotus Foods.

Always looking forward to my next trip back to The Strip!",1
trn_3791,"Simply amazing.  I expected to really enjoy this show but didn't think I would love it nearly as much as I did.  The show begins with a bang as Cirque performers tossing each other down from the ceiling like yo-yo's to the tune of ""Get Back"" yet manages to top itself time and time again.

Don't worry about the show's ""plot.""  I'm hardly a dummy but half the time I could barely figure what was supposed to be going on.  Just let the beauty of the music, the dancing and the incredible set design take you away to a stranger, happier place.

As we were walking out of the theater, an elderly couple in front of us joked, ""They must have been on a LOT of drugs when they wrote that music!""  Thanks to them, I now have an excellent idea for what frame of mind to be in the next time I see ""Love.""",1
trn_3792,"Ugh, we really should have read the reviews before coming here.

We decided last Saturday night to ditch the Arcadia or Scottsdale dinner scene and drive up to Cave Creek for the evening. Thank goodness for the great weather and live band outside at Heralds that we could hear from our outdoor table. 

When we arrived, we asked if could sit outside (we saw seats available when we were walking in). The hostess went outside and then came back to let us know there were none available and we would have to sit inside, then walked away. Not wanting to sit inside (all I saw was an ugly red interior and a huge, empty restaurant), I asked the other hostess how long the wait would be. Luckily, she went outside and there were two tables for us to choose from! Thank goodness for her.

We asked for water right away, that came about 10 minutes later. They did have a nice beer selection, however, my beer was room temperature, hardly cold. When we ordered, I made sure they had bbq sauce as that's what I dip my hamburgers in (weird, i know) - she said that was no problem. So our meals came - apparently they ""discontinued"" carrying bbq sauce. My burger was just ok. My fries were good though! My boyfriend's steak was barely edible. He said his baked potato was the highlight of his meal.

Oh, and not that this matters, but we found grammar errors on the menu! And, the menu itself is quite basic in food offerings. Nothing unique at all.

I think this is the first one-star review I've ever given. However, it was sadly, a huge disappointment.",-1
